nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
135.04,151.18,138.53,146.45,130.59,147.95,146.95,148.01,126.55,151.33,160.27,174.36,118.6,176.15,175.93,202.37,108.99,202.65,163.69,204.53,108.05,205.47,156.79,238.63,130.9,238.73,159.58,290.41,127.94,291.59,162.3,336.98,129.51,342.46
133.63,151.6,137.54,146.79,129.37,148.03,146.53,148.43,125.71,151.25,159.99,174.22,118.83,176.25,175.48,201.38,108.68,202.96,161.11,206.08,105.58,206.73,156.76,238.23,130.79,238.19,159.61,290.56,127.63,291.55,162.27,336.97,129.23,342.32
132.14,151.52,136.18,146.81,128.25,147.81,146.32,148.1,125.17,151.11,160.09,174.02,118.6,176.35,174.94,200.21,108.61,201.51,161.51,208.46,105.26,208.48,156.85,238.71,130.62,238.69,159.81,290.82,127.6,291.83,162.52,337.21,129.01,342.32
130.69,152.19,134.83,147.14,127.12,148.32,145.91,148.22,124.34,151.19,159.98,173.96,118.26,176.47,174.61,199.69,109.01,200.85,162.29,209.87,105.7,210.11,156.63,239.0,130.33,238.85,159.79,290.76,127.28,290.9,162.6,337.23,128.92,342.2
130.44,152.41,134.58,147.33,126.87,148.52,145.7,148.34,123.89,151.23,159.99,174.02,118.16,176.59,173.94,199.87,109.37,200.99,161.54,211.15,106.47,211.37,156.49,239.72,130.34,239.69,159.77,290.92,127.64,291.75,162.24,337.3,128.86,342.15
130.52,152.84,134.53,148.04,126.88,148.88,145.13,148.73,123.77,151.24,159.29,174.34,117.84,176.46,173.62,199.93,109.15,201.64,160.98,213.06,107.18,212.28,156.18,238.96,130.07,239.71,159.3,292.53,127.57,292.04,161.98,337.08,128.9,342.22
130.71,152.91,134.69,148.06,127.02,149.0,145.24,148.71,123.83,151.34,159.4,174.42,117.84,176.46,173.45,199.87,108.59,201.75,161.47,213.11,108.71,213.34,156.21,238.66,130.12,239.75,159.22,292.49,127.61,292.08,161.99,337.1,128.91,342.2
130.97,153.07,134.93,148.18,127.12,149.17,145.34,148.76,123.84,151.76,159.32,174.54,117.92,176.47,173.19,199.91,108.46,201.09,161.21,213.55,109.31,213.71,156.19,238.37,130.22,239.34,159.31,292.35,127.62,291.97,162.11,337.22,128.86,341.93
131.0,153.79,134.91,148.4,127.01,149.89,145.58,148.74,123.78,152.34,159.35,174.72,117.94,176.48,173.36,200.12,108.5,200.89,162.24,213.12,110.41,213.16,156.23,238.42,130.24,239.01,159.35,292.36,127.6,291.91,162.01,337.21,128.8,341.97
131.58,153.69,135.67,148.65,127.64,149.91,146.16,148.63,124.43,151.88,159.38,174.99,118.26,176.65,172.81,200.27,107.98,201.62,163.8,212.84,111.21,212.66,156.23,238.53,130.38,238.98,159.33,292.23,127.57,291.84,162.0,337.21,128.92,342.13
131.97,153.76,136.21,148.66,128.1,149.64,146.34,148.83,125.01,151.59,159.66,174.71,118.21,176.54,172.54,200.41,107.88,202.02,163.84,213.01,112.1,212.73,156.03,238.99,130.46,238.72,159.37,292.24,127.62,291.77,162.01,337.23,129.0,342.24
132.96,153.55,137.04,148.56,128.86,149.62,146.62,148.72,125.39,151.74,159.78,174.81,118.26,176.79,172.15,200.55,107.4,202.55,164.0,212.95,111.81,212.88,156.07,239.07,130.64,239.06,159.38,292.45,127.67,291.98,162.02,337.28,129.1,342.29
133.55,153.56,137.54,148.53,129.32,149.63,146.84,148.72,125.8,151.79,159.74,174.84,118.44,176.78,172.02,200.6,107.19,202.65,164.47,213.0,112.21,212.61,156.11,239.1,130.58,238.97,159.33,292.54,127.67,292.06,162.03,337.19,129.42,342.68
134.97,152.85,138.73,148.05,130.54,149.08,147.31,148.84,126.71,151.83,159.72,174.67,118.45,176.64,171.22,200.68,106.83,202.5,165.4,212.83,111.98,212.35,156.62,239.47,130.59,238.87,159.79,290.78,127.81,291.71,162.66,337.33,129.42,342.66
136.29,151.83,139.94,147.09,131.79,148.14,147.98,148.32,127.0,151.15,159.77,175.21,118.66,176.65,171.23,200.88,107.2,202.31,166.06,212.64,112.42,212.63,156.76,239.22,130.95,238.56,159.83,290.47,127.88,291.57,162.69,337.37,129.58,342.57
138.51,150.54,142.36,145.74,133.13,147.18,148.84,147.75,126.78,150.92,159.85,174.77,118.62,176.85,171.02,201.04,107.05,202.86,165.53,213.41,112.4,213.03,156.83,239.36,130.61,238.78,159.92,290.5,127.73,291.57,162.57,337.31,129.48,342.43
140.86,149.7,144.27,145.13,135.33,146.17,149.06,148.37,127.7,151.55,159.8,175.12,118.83,176.45,171.09,201.09,107.05,203.15,165.56,213.37,112.71,214.33,156.75,239.2,130.71,238.51,159.81,290.38,127.8,291.67,162.38,337.22,129.46,342.51
142.06,149.03,145.44,144.69,136.53,145.52,149.45,148.25,128.06,150.81,159.84,175.14,118.88,176.12,170.88,201.15,107.09,203.44,165.65,213.57,113.13,214.51,156.81,238.52,131.04,237.99,159.76,290.3,127.78,291.62,162.32,337.18,129.47,342.55
142.74,148.54,146.09,144.57,137.14,145.2,150.12,148.28,128.36,150.55,159.85,175.32,118.92,176.02,170.31,200.92,106.93,203.33,166.9,212.11,113.86,212.57,156.51,238.25,130.79,237.41,159.77,289.99,127.87,291.34,162.58,337.18,129.78,342.52
143.49,148.39,146.66,144.44,137.88,145.12,150.24,148.31,129.21,150.31,159.82,176.01,119.19,176.23,169.97,201.22,106.5,203.67,167.72,211.27,115.67,211.04,155.88,238.0,130.89,238.2,159.37,292.07,127.96,291.7,162.1,337.42,129.61,342.54
144.49,148.38,147.59,144.66,138.78,145.09,150.86,148.93,129.94,150.24,159.52,176.35,119.23,176.36,169.26,206.22,104.47,205.83,169.91,210.37,115.07,208.52,155.91,237.65,130.57,237.95,159.37,291.92,127.99,291.65,162.34,337.56,129.57,342.71
150.83,156.32,155.89,153.62,148.11,151.07,158.95,156.86,137.95,149.95,154.96,178.29,121.09,174.41,158.78,205.35,107.81,204.11,162.33,214.02,128.88,208.7,152.95,238.25,129.7,236.56,157.61,288.78,128.89,290.28,161.16,338.32,129.19,343.32
150.9,156.16,155.86,153.84,147.9,151.24,158.65,156.76,138.17,150.11,155.02,178.24,121.23,174.81,158.91,204.53,108.01,203.61,162.23,213.69,125.97,209.23,152.72,238.37,129.37,236.49,157.6,288.86,128.82,290.27,161.34,338.21,129.09,343.17
150.57,155.82,155.43,153.33,147.55,151.15,158.7,156.85,137.84,150.19,155.3,178.38,121.07,174.97,159.33,204.79,107.4,204.03,162.12,213.88,124.12,209.57,152.61,238.39,128.97,236.52,157.51,289.08,128.19,290.32,161.35,338.14,129.07,343.24
149.84,155.78,155.08,153.08,147.02,150.55,158.66,156.66,137.44,149.69,155.1,178.24,120.67,174.47,159.61,204.58,107.22,203.69,162.01,213.88,125.37,209.76,152.26,238.53,128.53,236.65,157.55,288.88,127.97,290.21,161.35,338.13,128.96,343.05
149.12,154.99,154.04,152.95,145.95,150.3,157.94,157.06,137.16,149.96,155.3,178.47,120.22,173.88,159.84,204.74,107.12,202.61,162.26,214.23,122.45,209.57,152.48,238.09,128.16,236.62,157.28,288.89,127.8,289.88,161.07,338.07,128.99,343.02
147.43,154.85,152.9,152.74,144.68,149.76,157.42,157.19,136.58,149.88,155.69,178.68,119.8,174.3,160.06,204.08,106.9,202.28,162.37,214.3,121.15,208.89,152.45,238.0,128.31,236.12,157.59,287.77,127.64,289.58,161.51,338.13,129.02,343.03
145.8,154.09,151.04,152.01,142.98,149.16,156.78,156.58,136.17,149.53,156.28,179.27,119.91,174.1,160.4,203.93,106.81,202.26,162.1,213.56,121.37,208.77,152.17,237.91,127.76,236.28,157.32,289.03,127.45,290.06,161.71,337.88,129.22,343.24
144.32,153.88,149.91,151.84,141.62,148.91,156.18,156.4,135.54,148.89,156.94,179.98,119.67,174.08,161.13,204.12,106.35,202.17,162.07,213.87,122.05,207.99,152.17,238.73,127.48,236.98,157.66,289.07,127.12,290.12,161.73,337.92,129.16,343.36
143.04,153.66,148.62,151.53,140.57,148.66,154.99,156.26,135.13,148.72,156.78,179.97,119.74,173.93,161.82,203.07,106.31,201.6,162.2,213.92,120.85,208.15,152.39,238.54,127.48,236.94,157.7,289.49,126.54,290.3,161.86,337.86,129.06,343.42
142.25,153.21,147.74,150.86,139.86,148.31,154.38,155.35,134.72,149.15,157.19,179.53,119.82,173.93,162.96,202.6,106.26,201.6,162.28,213.65,120.52,208.03,152.09,238.82,127.47,237.28,157.55,289.39,126.51,290.44,161.91,337.45,129.41,343.15
141.12,152.93,146.64,150.4,138.52,148.28,153.69,155.18,134.01,150.13,157.6,179.53,119.48,174.16,163.59,202.91,105.88,201.74,162.44,213.75,120.75,207.53,152.1,238.79,127.22,236.94,157.85,288.98,126.12,290.51,161.93,337.72,129.25,342.81
140.43,152.85,146.14,150.16,137.68,148.28,153.67,154.87,132.9,150.06,158.12,179.72,119.34,174.12,164.59,202.81,105.55,200.99,162.88,213.56,119.43,207.58,152.33,239.23,127.23,237.48,157.8,289.29,126.23,289.89,161.96,337.92,129.68,342.77
139.24,152.42,144.91,149.83,136.89,147.97,153.06,154.92,133.04,149.89,158.56,179.72,118.88,174.23,165.79,203.04,105.44,200.85,163.22,213.34,119.01,207.74,153.17,240.27,127.16,238.08,157.83,288.6,126.19,290.09,161.94,337.8,129.61,342.67
137.32,152.37,142.69,149.17,134.75,147.91,151.74,152.92,131.15,149.01,159.72,178.11,118.45,174.45,168.49,204.36,104.4,200.65,162.97,213.29,114.33,207.68,153.39,239.53,127.14,237.79,158.06,288.83,125.55,290.84,161.39,337.38,128.47,342.2
138.11,152.41,143.21,149.23,135.36,148.08,151.88,152.87,131.45,149.25,159.68,178.15,118.46,174.41,168.48,204.12,104.37,200.77,163.02,213.34,114.41,207.3,153.51,239.55,127.1,237.87,158.08,288.78,125.55,290.75,161.22,337.55,128.46,342.16
139.69,152.91,144.5,149.42,136.28,148.64,152.03,152.35,131.55,149.54,159.3,178.12,118.75,174.66,168.41,204.59,104.66,200.8,162.8,213.44,115.09,208.01,153.31,239.31,127.6,237.5,158.11,289.35,125.97,291.0,161.25,336.74,128.94,342.98
139.85,152.8,144.57,149.16,136.33,148.57,151.8,151.85,131.52,149.64,159.31,178.09,118.79,174.65,168.32,204.51,104.38,201.24,162.97,213.37,115.17,207.48,153.38,239.39,127.67,237.59,158.18,289.38,126.0,291.07,161.25,336.72,128.93,343.06
140.2,152.38,144.8,148.9,136.69,148.45,151.92,151.65,131.75,149.73,159.31,177.98,118.89,174.58,168.31,204.1,104.21,201.44,162.91,213.43,115.9,208.0,153.39,239.33,127.81,237.65,158.18,289.39,126.13,291.2,161.28,336.81,128.93,343.13
140.49,152.42,144.98,148.82,136.81,148.27,151.82,151.42,131.7,149.52,159.39,178.07,118.71,174.68,168.3,203.58,104.32,201.69,163.25,213.13,116.42,207.86,153.48,239.47,127.8,237.82,158.12,289.32,126.08,291.08,161.25,336.78,128.95,343.06
141.56,152.04,145.91,148.37,137.45,148.0,152.13,151.22,131.25,150.02,158.97,177.65,118.57,174.71,168.24,203.07,104.39,201.63,163.34,212.96,116.76,208.03,153.3,238.51,128.16,238.01,158.03,289.6,126.14,291.32,161.26,336.78,128.72,343.43
143.67,151.93,147.69,148.21,139.19,147.79,152.47,151.41,131.1,150.37,159.03,177.53,118.25,174.54,168.13,202.94,104.51,201.46,163.54,213.03,117.06,208.25,153.32,238.3,128.1,237.94,158.12,289.41,126.24,291.19,161.25,336.81,128.96,343.06
144.37,151.4,148.33,147.85,139.82,147.22,152.74,151.37,131.23,149.79,158.66,177.11,118.28,174.35,168.09,202.65,104.57,201.57,163.73,212.42,117.53,208.14,153.46,238.2,128.37,237.94,158.12,289.42,126.31,291.25,161.27,336.82,128.89,343.59
144.47,150.8,148.39,147.35,139.9,146.64,152.63,151.17,131.42,149.38,158.54,177.23,118.21,174.33,167.67,202.16,104.74,201.64,163.28,211.28,118.3,208.04,153.56,238.4,128.31,237.69,158.15,289.48,126.34,291.28,161.29,336.82,128.89,343.59
144.86,150.75,148.7,147.32,140.21,146.57,152.74,151.22,131.21,149.44,158.13,176.8,118.04,174.29,167.89,202.85,103.97,202.3,162.12,210.46,118.59,207.31,153.43,238.09,128.37,237.61,158.18,289.37,126.45,291.14,161.37,336.86,128.98,343.08
146.03,151.23,149.6,147.64,141.3,146.96,152.9,151.3,131.1,149.44,157.89,176.75,118.0,174.46,168.15,204.63,104.25,202.47,163.18,209.74,119.57,207.21,153.44,238.33,128.54,238.48,158.26,289.26,126.64,291.1,161.35,336.81,128.97,343.59
148.44,155.55,152.91,151.56,144.32,150.92,157.26,152.97,135.61,150.83,160.3,177.99,122.07,174.94,166.75,201.19,109.99,203.64,167.05,211.24,128.41,213.01,157.04,237.48,131.55,237.91,159.64,288.15,130.27,289.69,161.75,337.22,128.99,342.34
145.98,154.27,150.91,150.54,142.25,149.36,157.12,153.02,135.6,149.89,160.39,178.01,121.89,174.81,166.48,201.46,110.1,203.44,167.42,211.56,126.72,212.96,156.57,237.21,131.45,237.03,159.6,287.58,129.71,289.18,161.62,337.12,129.53,342.28
143.58,153.35,148.74,150.26,140.34,148.73,156.25,153.79,135.53,149.83,160.1,177.99,122.48,174.45,166.41,201.31,109.3,203.03,167.55,211.48,124.71,212.46,156.52,237.39,131.05,237.03,159.52,287.78,129.18,289.27,161.76,337.33,129.25,342.28
141.92,153.15,147.26,150.05,139.02,148.35,155.1,154.06,134.68,150.17,159.75,178.32,122.33,174.35,166.59,201.62,108.92,202.74,167.67,211.78,123.08,211.72,156.59,238.0,131.24,237.41,159.41,288.1,128.97,289.19,161.71,337.29,129.08,342.23
141.38,153.16,146.82,149.87,138.24,148.61,155.13,153.55,134.02,150.28,160.22,178.59,122.41,174.42,166.84,202.52,108.37,202.55,167.91,213.26,122.41,211.51,156.53,237.97,131.05,236.84,159.14,288.23,128.47,289.91,161.52,337.11,129.24,343.0
140.86,153.14,146.27,149.62,137.69,148.41,155.03,153.19,134.22,150.51,160.67,179.01,122.2,174.51,166.87,202.55,108.22,202.1,167.95,213.64,120.98,211.06,156.43,238.29,130.63,236.92,159.09,288.89,128.16,289.91,161.69,337.22,129.24,342.9
139.98,152.86,145.04,149.14,136.87,148.44,154.95,152.33,133.26,150.05,161.15,178.94,121.76,174.72,166.85,202.6,107.97,202.28,168.1,214.03,119.52,210.68,156.27,238.36,130.46,237.0,158.74,288.82,128.0,289.92,161.45,337.15,129.19,342.83
139.22,152.77,144.36,149.06,136.29,148.46,154.62,152.24,132.95,150.32,161.39,179.14,121.71,174.82,167.69,203.02,107.7,202.1,168.53,214.37,119.63,210.58,155.85,239.37,129.92,238.13,158.46,289.89,127.67,291.03,161.64,337.41,128.82,343.06
138.78,152.02,143.37,148.32,135.39,147.99,152.1,151.31,131.37,149.8,160.22,177.85,119.97,173.79,169.44,205.05,105.04,199.25,164.39,214.18,115.29,208.82,154.03,240.17,128.18,239.06,158.34,290.22,126.41,291.73,161.62,337.07,129.03,342.55
141.2,152.24,145.4,148.05,137.15,148.2,152.69,150.19,131.89,149.84,160.3,177.78,119.87,174.07,169.47,205.06,104.86,199.76,164.3,214.2,114.49,208.22,154.18,240.27,128.21,239.01,158.33,290.23,126.4,291.76,161.62,337.07,129.04,342.55
142.95,152.28,146.79,147.92,138.48,148.42,153.09,149.74,132.14,150.79,160.63,178.0,119.9,173.81,169.49,205.27,104.87,199.78,164.28,214.19,114.5,208.27,154.28,240.4,128.32,239.09,158.35,290.26,126.44,291.77,161.62,337.08,129.04,342.55
91.84,187.18,96.3,184.55,88.21,183.69,102.7,185.52,82.15,183.11,112.17,199.62,70.77,197.8,125.12,220.14,55.44,218.35,104.16,228.2,76.38,228.03,100.03,238.75,75.84,236.26,113.09,248.59,79.3,242.68,89.94,294.96,74.59,291.97
30.61,184.37,33.97,180.95,26.75,180.88,38.82,181.41,19.02,180.52,41.84,196.34,9.25,191.84,42.56,221.57,2.6,224.22,35.85,231.6,24.12,232.38,33.58,231.43,11.33,231.18,47.22,245.57,19.85,245.99,42.52,289.61,10.49,288.01
91.84,187.18,96.4,184.34,88.22,183.69,103.02,185.59,82.15,182.93,112.18,199.61,70.73,197.77,125.12,220.15,55.44,218.35,104.17,228.2,76.38,228.01,100.03,238.74,75.83,236.24,113.1,248.59,79.33,242.63,89.94,294.96,74.58,291.96
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.85,196.34,9.25,191.84,42.56,221.56,2.6,224.22,35.84,231.61,24.12,232.39,33.57,231.43,11.32,231.18,47.36,245.74,19.85,245.99,42.54,289.31,10.48,288.02
91.84,187.18,96.4,184.34,88.22,183.69,103.02,185.59,82.15,182.93,112.18,199.61,70.73,197.77,125.12,220.15,55.44,218.35,104.17,228.2,76.38,228.01,100.03,238.74,75.83,236.24,113.1,248.58,79.33,242.63,89.94,294.96,74.58,291.96
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.85,196.34,9.25,191.84,42.56,221.56,2.6,224.22,35.84,231.61,24.12,232.38,33.57,231.43,11.32,231.18,47.36,245.74,19.85,245.99,42.54,289.31,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.69,103.02,185.59,82.14,182.93,112.18,199.61,70.74,197.77,125.12,220.14,55.44,218.34,104.17,228.19,76.38,228.01,100.03,238.74,75.83,236.24,113.1,248.58,79.33,242.63,89.94,294.96,74.58,291.96
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.85,196.34,9.25,191.84,42.57,221.56,2.6,224.22,35.84,231.61,24.12,232.38,33.58,231.43,11.32,231.18,47.36,245.74,19.85,245.99,42.54,289.31,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.69,103.02,185.59,82.14,182.93,112.18,199.61,70.74,197.77,125.12,220.14,55.44,218.34,104.17,228.19,76.38,228.01,100.03,238.74,75.83,236.24,113.09,248.59,79.33,242.63,89.94,294.96,74.58,291.96
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.85,196.34,9.25,191.84,42.57,221.56,2.6,224.22,35.84,231.61,24.12,232.38,33.58,231.43,11.32,231.18,47.36,245.74,19.85,245.99,42.54,289.31,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.68,103.02,185.59,82.14,183.1,112.18,199.61,70.74,197.77,125.12,220.15,55.44,218.33,104.17,228.19,76.38,228.01,100.03,238.74,75.83,236.25,113.09,248.59,79.33,242.63,89.94,294.96,74.58,291.96
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.84,196.34,9.25,191.84,42.57,221.56,2.6,224.22,35.85,231.6,24.12,232.38,33.58,231.43,11.32,231.18,47.2,245.58,19.85,245.99,42.54,289.31,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.68,103.02,185.59,82.14,183.1,112.18,199.61,70.74,197.77,125.12,220.15,55.44,218.33,104.17,228.19,76.38,228.01,100.03,238.74,75.83,236.25,113.09,248.58,79.33,242.63,89.94,294.96,74.58,291.96
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.84,196.34,9.25,191.84,42.57,221.56,2.6,224.22,35.85,231.6,24.12,232.38,33.58,231.43,11.32,231.18,47.2,245.58,19.85,245.99,42.54,289.31,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.68,103.02,185.59,82.14,183.1,112.18,199.61,70.74,197.77,125.12,220.15,55.44,218.33,104.17,228.19,76.38,228.01,100.03,238.74,75.83,236.25,113.09,248.58,79.33,242.63,89.94,294.95,74.58,291.96
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.84,196.34,9.25,191.84,42.57,221.56,2.6,224.22,35.85,231.6,24.12,232.38,33.58,231.43,11.32,231.18,47.2,245.58,19.85,245.99,42.54,289.31,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.68,103.02,185.59,82.14,183.1,112.18,199.61,70.74,197.76,125.12,220.15,55.46,218.34,104.17,228.19,76.38,228.02,100.03,238.73,75.83,236.24,113.09,248.58,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.85,196.34,9.25,191.83,42.56,221.56,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.42,11.32,231.17,47.21,245.56,19.85,245.98,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.68,103.02,185.59,82.14,183.1,112.18,199.61,70.74,197.76,125.12,220.14,55.46,218.33,104.17,228.19,76.38,228.02,100.03,238.73,75.82,236.24,113.1,248.58,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.68,103.01,185.6,82.14,183.1,112.19,199.6,70.75,197.76,125.14,220.12,55.46,218.33,104.17,228.19,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.81,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.34,88.21,183.68,103.01,185.6,82.14,183.1,112.19,199.6,70.75,197.76,125.14,220.12,55.46,218.33,104.17,228.19,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.81,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.4,184.34,88.21,183.68,103.0,185.6,82.14,183.1,112.2,199.6,70.75,197.76,124.95,219.9,55.46,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.81,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.4,184.34,88.21,183.68,103.0,185.6,82.14,183.1,112.2,199.6,70.75,197.76,124.95,219.9,55.46,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.81,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.4,184.34,88.21,183.68,103.0,185.6,82.14,183.1,112.2,199.6,70.75,197.76,124.95,219.9,55.46,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.81,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.4,184.34,88.21,183.68,103.0,185.6,82.14,183.1,112.2,199.6,70.75,197.76,124.95,219.9,55.46,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.81,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.4,184.34,88.21,183.68,103.0,185.6,82.14,183.1,112.2,199.6,70.75,197.76,124.95,219.9,55.46,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.58,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.81,181.41,19.02,180.52,41.84,196.35,9.25,191.84,42.56,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.35,88.21,183.68,103.0,185.6,82.13,183.1,112.2,199.6,70.76,197.75,124.95,219.9,55.47,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.11,248.58,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.42,19.02,180.52,41.84,196.35,9.25,191.84,42.57,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.35,88.21,183.68,103.0,185.6,82.13,183.1,112.2,199.6,70.76,197.75,124.95,219.9,55.47,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.11,248.58,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.42,19.02,180.52,41.84,196.35,9.25,191.84,42.57,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.21,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.35,88.21,183.68,103.0,185.6,82.13,183.1,112.2,199.6,70.76,197.75,124.95,219.9,55.47,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.58,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.42,19.02,180.52,41.84,196.35,9.25,191.84,42.57,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.21,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.35,88.21,183.68,103.0,185.6,82.13,183.1,112.2,199.6,70.76,197.75,124.95,219.9,55.47,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.42,19.02,180.52,41.84,196.35,9.25,191.84,42.57,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
91.84,187.17,96.39,184.35,88.21,183.68,103.0,185.6,82.13,183.1,112.2,199.6,70.76,197.75,124.95,219.9,55.47,218.33,104.18,228.18,76.38,228.02,100.03,238.73,75.83,236.24,113.1,248.59,79.34,242.63,89.94,294.95,74.58,291.95
30.61,184.37,33.97,180.95,26.75,180.89,38.82,181.42,19.02,180.52,41.84,196.35,9.25,191.84,42.57,221.57,2.6,224.22,35.84,231.57,24.12,232.38,33.59,231.43,11.33,231.18,47.2,245.56,19.85,245.97,42.54,289.3,10.48,288.01
